raw,rawFiltered,average,std,stdstd
226625,226625,224330.16000000015,3117.1509899896105,80.76091761234886,13
227594,227594,224505.58000000016,3048.3331385518145,87.76784247959654,14
223299,223299,224595.72000000018,2942.860255192748,108.8424542255328,15
223339,223339,224653.22000000018,2889.166823081199,150.8536895663942,16
223969,223969,224764.84000000017,2749.3870979534818,188.77686354527458,17
226742,226742,224905.02000000016,2666.6971968322573,228.76409777734858,18
229556,229556,225119.48000000016,2600.100884502936,245.88039264589767,19
228967,228967,225295.92000000016,2555.4946123192854,242.0022228194312,20
231461,231461,225492.26000000015,2642.9977586810082,226.62917852568862,21
232792,232792,225754.50000000015,2703.098978948561,191.60239791719806,22
230800,230800,225941.64000000016,2721.9631647751403,156.0653573993582,23
230069,230069,226120.68000000017,2692.988514196197,121.14626585196633,24
227299,227299,226189.58000000016,2678.1433724863605,80.7366054736218,25
228557,228557,226289.12000000017,2671.785752187586,59.41175987021557,26
225896,225896,226368.48000000016,2599.0083896733686,51.594995703079015,27
224731,224731,226382.58000000016,2588.151534124799,57.074970386193094,28
225364,225364,226448.60000000015,2518.2820334490993,65.20475890165841,29
224533,224533,226472.20000000016,2494.578745999517,76.09423666303618,30
226479,226479,226537.66000000015,2450.5668292035016,95.8346054466745,31
225094,225094,226588.04000000015,2393.8189652503984,106.89740866832865,32
225449,225449,226611.36000000016,2376.869678882812,128.55714298110618,33
227366,227366,226730.38000000015,2259.7987068746725,143.5406199755005,34
226224,226224,226801.06000000014,2186.3964728274746,160.8647251967021,35
228838,228838,226931.26000000015,2108.6001689254376,175.63221011837996,36
226547,226547,226997.60000000015,2042.243932539001,175.31499246473663,37
227575,227575,227008.84000000014,2043.843686389045,175.55174442212714,38
229050,229050,227110.20000000013,2016.708863468481,165.45839897838073,39
227378,227378,227142.30000000013,2007.9234273229456,146.58066075476265,40
229421,229421,227213.34000000014,2024.3847026670362,125.10383139544842,41
226031,226031,227226.80000000013,2014.215748124391,88.17464910954945,42
226661,226661,227249.68000000014,2001.1186515527493,71.7356030863491,43
229324,229324,227377.38000000015,1924.210330393291,54.87300268743174,44
228376,228376,227409.54000000015,1927.192021670972,49.65306507412654,1
228822,228822,227450.72000000015,1934.9196059764956,48.61178103978975,2
225882,225882,227446.38000000015,1938.1872344002884,42.76052104445526,3
227791,227791,227456.74000000014,1938.6171546729477,41.263471800730144,4
229841,229841,227515.20000000013,1965.3773174615148,37.388955358771085,5
